
File System Summary
===================

Filesystem      Size  Used Avail Use% Mounted on
/dev/sda2       886G  8.1G  833G   1% /
none            4.0K     0  4.0K   0% /sys/fs/cgroup
udev             16G  4.0K   16G   1% /dev
tmpfs           3.2G  1.4M  3.2G   1% /run
none            5.0M     0  5.0M   0% /run/lock
none             16G   80K   16G   1% /run/shm
none            100M   48K  100M   1% /run/user
/dev/sda1       511M  3.4M  508M   1% /boot/efi


Process Listing
===============

USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0  34168  3096 ?        Ss   Dec29   0:03 /sbin/init
stack    13139  0.0  0.0  21372  5232 pts/27   Ss   12:19   0:00 /bin/bash
root     13162  0.0  0.0  64192  2084 pts/27   S+   12:19   0:00 sudo tail -f /var/log/apache2/keystone.log
root     13167  0.0  0.0   4384   360 pts/27   S+   12:19   0:00 tail -f /var/log/apache2/keystone.log
stack    13172  0.0  0.0  21372  5232 pts/28   Ss   12:19   0:00 /bin/bash
root     13191  0.0  0.0  64192  2084 pts/28   S+   12:19   0:00 sudo tail -f /var/log/apache2/keystone_access.log
root     13193  0.0  0.0   4384   364 pts/28   S+   12:19   0:00 tail -f /var/log/apache2/keystone_access.log
root     13917  0.0  0.0      0     0 ?        S    12:19   0:00 [kworker/u16:1]
ericsson 14071  0.0  0.0   4444   716 ?        S    Dec29   0:00 /bin/sh /usr/share/pycharm/bin/pycharm.sh
ericsson 14120  0.5  1.5 6058052 521624 ?      Sl   Dec29  16:29 /usr/lib/jvm/java-7-openjdk-amd64/bin/java -Xms128m -Xmx750m -XX:MaxPermSize=350m -XX:ReservedCodeCacheSize=225m -ea -Dsun.io.useCanonCaches=false -Djava.net.preferIPv4Stack=true -Djsse.enableSNIExtension=false -XX:+UseConcMarkSweepGC -XX:SoftRefLRUPolicyMSPerMB=50 -Dawt.useSystemAAFontSettings=lcd -Djb.vmOptionsFile=/usr/share/pycharm/bin/pycharm64.vmoptions -XX:ErrorFile=/home/ericsson/java_error_in_PYCHARM_%p.log -Xbootclasspath/a:/usr/share/pycharm/lib/boot.jar -Didea.paths.selector=PyCharm40 -Didea.platform.prefix=PyCharmCore -Didea.no.jre.check=true -Djb.restart.code=88 com.intellij.idea.Main
ericsson 14162  0.0  0.0  28068  5104 pts/14   Ss   Dec29   0:00 bash
ericsson 14206  0.0  0.0   5456  1748 ?        S    Dec29   0:07 /usr/share/pycharm/bin/fsnotifier64
root     14419  0.0  0.0  84284  3092 ?        Ss   12:20   0:00 /usr/sbin/apache2 -k start
stack    14422  0.1  0.0 250152  5684 ?        Sl   12:20   0:00 (wsgi:horizon)    -k start
stack    14423  0.3  0.0 250144  5684 ?        Sl   12:20   0:00 (wsgi:horizon)    -k start
stack    14424  0.3  0.0 250144  5684 ?        Sl   12:20   0:00 (wsgi:horizon)    -k start
stack    14425  0.1  0.0 176308  5684 ?        Sl   12:20   0:00 (wsgi:keystone-pu -k start
stack    14426  0.3  0.0 176308  5684 ?        Sl   12:20   0:00 (wsgi:keystone-pu -k start
stack    14427  0.3  0.0 176316  5684 ?        Sl   12:20   0:00 (wsgi:keystone-pu -k start
stack    14428  0.3  0.0 176308  5684 ?        Sl   12:20   0:00 (wsgi:keystone-pu -k start
stack    14429  0.1  0.0 176308  5684 ?        Sl   12:20   0:00 (wsgi:keystone-pu -k start
stack    14430  0.3  0.0 176316  5684 ?        Sl   12:20   0:00 (wsgi:keystone-ad -k start
stack    14431  0.3  0.0 176308  5684 ?        Sl   12:20   0:00 (wsgi:keystone-ad -k start
stack    14432  0.1  0.0 176308  5684 ?        Sl   12:20   0:00 (wsgi:keystone-ad -k start
stack    14433  0.1  0.0 176308  5684 ?        Sl   12:20   0:00 (wsgi:keystone-ad -k start
stack    14434  0.3  0.0 176308  5684 ?        Sl   12:20   0:00 (wsgi:keystone-ad -k start
www-data 14435  0.3  0.0 375568  8340 ?        Sl   12:20   0:00 /usr/sbin/apache2 -k start
www-data 14436  0.3  0.0 375568  8336 ?        Sl   12:20   0:00 /usr/sbin/apache2 -k start
stack    14572  0.6  0.0  21372  5236 pts/29   Ss   12:20   0:00 /bin/bash
root     14592  0.0  0.0  64192  2084 pts/29   S+   12:20   0:00 sudo tail -f /var/log/apache2/horizon_error.log
root     14594  0.0  0.0   4384   360 pts/29   S+   12:20   0:00 tail -f /var/log/apache2/horizon_error.log
stack    14608  0.0  0.0  24684  6100 pts/9    S+   12:20   0:00 python /home/ericsson/devstack/tools/worlddump.py
stack    14611  0.0  0.0   4444   656 pts/9    S+   12:20   0:00 sh -c ps auxw
stack    14612  0.0  0.0  15568  1160 pts/9    R+   12:20   0:00 ps auxw
root     15661  0.0  0.0      0     0 ?        S    Dec29   0:01 [kworker/4:2]
root     16227  0.0  0.0      0     0 ?        S    Dec29   0:00 [kworker/0:0]
root     17488  0.0  0.0  71480  2352 pts/9    S    Dec29   0:00 sudo su stack
root     17499  0.0  0.0  70820  1712 pts/9    S    Dec29   0:00 su stack
stack    17500  0.0  0.0  29084  6140 pts/9    S    Dec29   0:00 bash
root     17560  0.0  0.0  24440   528 pts/9    S    Dec29   0:00 dbus-launch --autolaunch=2aef9e20ddf4e6843b362a3d5497a593 --binary-syntax --close-stderr
root     17561  0.0  0.0  39312  1260 ?        Ss   Dec29   0:00 //bin/dbus-daemon --fork --print-pid 5 --print-address 7 --session
root     17566  0.0  0.0 178204  2444 ?        Sl   Dec29   0:00 /usr/lib/dconf/dconf-service
root     17568  0.0  0.0 275160  4260 ?        Sl   Dec29   0:00 /usr/bin/zeitgeist-daemon
root     17579  0.0  0.0 861556 11388 ?        Sl   Dec29   0:03 zeitgeist-datahub
root     17599  0.0  0.0 196640  4600 ?        Sl   Dec29   0:00 /usr/lib/gvfs/gvfsd
root     17605  0.0  0.0 419532  4704 ?        Sl   Dec29   0:00 /usr/lib/gvfs/gvfsd-fuse /opt/stack/.gvfs -f -o big_writes
root     17833  0.0  0.0  71240  2116 pts/9    S    Dec29   0:00 sudo nautilus
root     17834  0.0  0.0 840336 30356 pts/9    Sl   Dec29   0:42 nautilus
root     17897  0.1  0.3 1385864 121832 pts/9  Sl   Dec29   2:50 gedit /opt/stack/nova/nova/utils.py
root     22207  0.0  0.0  10232  3052 ?        S    Dec30   0:00 /sbin/dhclient -d -sf /usr/lib/NetworkManager/nm-dhcp-client.action -pf /run/sendsigs.omit.d/network-manager.dhclient-eth2.pid -lf /var/lib/NetworkManager/dhclient-d302f771-ca42-4a24-af48-7200d1c32554-eth2.lease -cf /var/lib/NetworkManager/dhclient-eth2.conf eth2
ericsson 23927  0.0  0.0  28068  5100 pts/52   Ss   Dec29   0:00 bash
root     25001  0.0  0.0  71480  2348 pts/52   S    Dec30   0:00 sudo su stack
root     25009  0.0  0.0  70820  1720 pts/52   S    Dec30   0:00 su stack
stack    25010  0.0  0.0  28176  5076 pts/52   S+   Dec30   0:00 bash
ericsson 25431  3.0  3.6 2126152 1178276 ?     Sl   Dec30  33:47 /usr/lib/firefox/firefox
root     28462  0.0  0.0      0     0 ?        S<   04:45   0:01 [kworker/u17:1]
root     28746  0.0  0.0  71240  2116 pts/9    T    Dec29   0:00 sudo nano copygit.sh
root     28747  0.0  0.0  19672  2676 pts/9    T    Dec29   0:00 nano copygit.sh
root     32224  0.0  0.0  76852  3844 ?        Ss   07:59   0:00 /usr/sbin/cupsd -f
lp       32227  0.0  0.0  63156  1988 ?        S    07:59   0:00 /usr/lib/cups/notifier/dbus dbus:// 
root     32542  0.0  0.0      0     0 ?        S    11:41   0:00 [kworker/u16:2]

